sample_size,rate,mvdd_min,mvdd_max,mvdd_std,mvdd_mean,pnl_min,pnl_max,pnl_std,pnl_mean,double_balance_game_length_min,double_balance_game_length_max,double_balance_game_length_std,double_balance_game_length_mean
4000,0.5,-99.9672,-50.0063,14.1297,-69.7814,49.5,49.9996,0.1476,49.7603,378,76866,7136.5299,6472.9996
4000,0.51,-97.2438,-34.1812,10.3698,-69.4648,49.5002,228385505.1914,61145847.7185,167056552.214,247,519646,63520.0221,29420.325
4000,0.52,-83.3001,-25.4209,8.4341,-48.2699,49.5036,426122374.0945,34647482.1153,387763119.5796,190,502293,61020.9171,26144.1216
4000,0.53,-75.3944,-20.2527,6.8417,-36.844,49.7792,623495463.1471,16532272.6933,590885599.6617,194,386670,79736.6741,32452.0254
4000,0.54,-58.2879,-15.8123,5.7224,-29.8637,756148522.0148,822840656.0624,9869463.5004,791256199.9248,164,285131,59772.966,24325.6493
4000,0.55,-49.4963,-14.2947,4.6425,-25.1915,958774780.3262,1030421094.148,9972613.5374,991323971.0294,182,439183,94051.2654,36852.8232
4000,0.56,-45.3636,-12.3268,4.1377,-21.8622,1158944978.6084,1237709437.9213,10168867.2058,1191183107.9204,152,368001,78376.9175,30706.4262
4000,0.57,-41.2023,-10.5914,3.5176,-19.3254,1359216257.5133,1429133801.2892,9930764.7111,1391425364.0944,146,315141,67172.2523,26316.7261
4000,0.58,-35.3618,-9.616,3.3515,-17.279,1553614307.2369,1624134057.3678,9885689.2457,1591587507.7573,142,273831,58773.8726,23024.9742
4000,0.59,-30.9482,-8.9493,2.9707,-15.5971,1753197413.9511,1828960986.3088,9731580.9032,1791415022.3759,138,481510,102683.4598,39033.5579
4000,0.6,-27.8816,-8.6757,2.7444,-14.3582,1961727188.8897,2020875830.2019,9680646.3399,1991399582.8761,127,431112,92426.9028,35131.4882
4000,0.61,-30.7268,-7.7993,2.4797,-13.1703,2156653506.2833,2230889102.5761,9790810.833,2191629186.5524,118,389763,84003.9507,31934.688
4000,0.62,-25.6406,-6.8773,2.3685,-12.2387,2359283107.4035,2428536886.8904,9528905.1532,2391671928.8721,116,357954,77008.9504,29273.382
4000,0.63,-24.7993,-6.8121,2.1401,-11.2888,2554663201.6658,2622250735.5647,9493710.2421,2591544381.0235,106,330102,71083.1515,27020.5434
4000,0.64,-22.3733,-5.9367,1.9763,-10.5348,2752885700.0003,2828298247.8867,9652503.9018,2791711241.4917,108,306055,66006.6441,25089.591
4000,0.65,-23.0957,-5.8708,1.902,-9.9064,2955025493.8112,3026966491.316,9560180.8939,2991636592.8554,102,285502,61610.8676,23418.1378
4000,0.66,-19.9731,-4.9295,1.8267,-9.3326,3153809004.8986,3224640470.3157,9583122.6812,3191598608.1579,106,267854,57757.7796,21954.0319
4000,0.67,-17.5235,-4.9485,1.6397,-8.7534,3349551415.3861,3422149203.8462,9435286.074,3391703914.5291,98,500918,106853.7346,39569.0955
4000,0.68,-17.5235,-4.9295,1.6022,-8.2349,3557591114.9916,3622692274.7363,9310013.1483,3591440834.0794,88,472474,100933.6707,37377.7976
4000,0.69,-16.632,-4.9105,1.5211,-7.8079,3757755790.8685,3822451381.9306,9323144.4931,3791704461.8398,85,446742,95616.8992,35407.7116
4000,0.7,-16.607,-3.9692,1.4023,-7.4151,3954852601.1551,4027196782.8137,9049297.7557,3991606326.891,90,425334,90840.2427,33638.8146
4000,0.71,-14.9138,-3.95,1.3471,-7.0359,4159420464.946,4231474223.7538,9230178.0088,4191645636.2637,87,404024,86510.8261,32036.0086
4000,0.72,-14.1059,-3.95,1.276,-6.6914,4361798419.4316,4427207593.8814,8771460.2837,4391855601.676,92,385720,82574.5584,30578.5073
4000,0.73,-13.1688,-3.95,1.1873,-6.3402,4559569712.1578,4624634415.3769,9136227.9087,4591921543.3199,83,369070,78985.6877,29248.6478
4000,0.74,-13.377,-3.9404,1.1769,-6.0542,4761368284.494,4822855329.3982,8905664.0049,4791766435.3943,78,353219,75697.5516,28031.4698
4000,0.75,-12.3794,-2.9992,1.0997,-5.7564,4958812418.0209,5019555932.807,8645191.5236,4991678983.2592,78,339506,72665.7734,26909.7524
4000,0.76,-11.3792,-2.9992,1.0832,-5.5148,5154576234.6472,5221240965.6623,8705850.9942,5191789007.0615,80,326785,69875.5469,25874.895
4000,0.77,-13.1428,-2.9895,1.0619,-5.2724,5363145480.384,5423958639.158,8364641.0691,5391865609.591,80,313600,67281.6571,24914.8127
4000,0.78,-11.4413,-2.9798,0.9969,-5.035,5561326451.2818,5620427291.9692,8393895.2231,5591583223.4491,74,303028,64885.4114,24027.5243
4000,0.79,-10.502,-2.9798,0.944,-4.8023,5760249403.7071,5824063772.4341,7982984.4214,5791508112.491,77,291738,62648.794,23199.5514
